id;product_id;express_sortiment;voll_sortiment;product_lager_id;produktname;beschreibung;ek;vk;ustr;Verpackungsinhalt;Verpackungseinheit;lagerbestand;lagerueberwachung;kat_id;kategorie;unterkategorie;direktkategorie;pfand;gewicht;kalorien;verpackung;bildname;bildname_inhaltsstoffe;neu_grundpreis;neu_inhaltsstoffe;neu_zusatzst;neu_naehrwerte;neu_pflichthinweis;numReviews;rating;tiefkuehlware;kasten;trockenware;kuehlware;createdAt;updatedAt;pictureurl;Altersgrenze
12;201012;true;false;0;NUK SPACE;SILIKON SAUGER 6-18M;3.77;4.95;0.19;400;ML;0;false;0;Baby & Kind;BABYBEDARF (SAUGER,FLASCHE ETC.;BABYBEDARF (SAUGER,FLASCHE ETC.;0;0;;;;;0;;;;;0;0;false;false;false;false;;;https://www.walhalla-software-dev.de/regensbutler_product_images/;0
13;201013;true;false;0;NUK NAT.SENSE;SILIK TRINKSAUGER 0-6M;4.35;5.95;0.19;400;ML;0;false;0;Baby & Kind;BABYBEDARF (SAUGER,FLASCHE ETC.;BABYBEDARF (SAUGER,FLASCHE ETC.;0;0;;;;;0;;;;;0;0;false;false;false;false;;;https://www.walhalla-software-dev.de/regensbutler_product_images/;0
14;201014;true;false;0;NUK NAT. SENS;SIL.TRINKSAUG 6-18 M;4.35;5.95;0.19;30;ST;0;false;0;Baby & Kind;BABYBEDARF (SAUGER,FLASCHE ETC.;BABYBEDARF (SAUGER,FLASCHE ETC.;0;0;;;;;0;;;;;0;0;false;false;false;false;;;https://www.walhalla-software-dev.de/regensbutler_product_images/;0
15;201015;true;false;0;BUEBCHEN;KINDER SHAMPOO;2.8;3.79;0.19;52;ST;0;false;0;Baby & Kind;BABYPFLEGE;BABYPFLEGE;0;0;;;;;0;;;;;0;0;false;false;false;false;;;https://www.walhalla-software-dev.de/regensbutler_product_images/;0
16;201016;true;false;0;PENATEN;PFLEGELOTION SPENDER;3.17;3.95;0.19;10;ST;0;false;0;Baby & Kind;BABYPFLEGE;BABYPFLEGE;0;0;;;;;0;;;;;0;0;false;false;false;false;;;https://www.walhalla-software-dev.de/regensbutler_product_images/;0
17;201017;true;false;0;NUK;STILLEINLAGEN;1.97;3.99;0.19;75;ML;0;false;0;Baby & Kind;BABYPFLEGE;BABYPFLEGE;0;0;;;;;0;;;;;0;0;false;false;false;false;;;https://www.walhalla-software-dev.de/regensbutler_product_images/;0
18;201018;true;false;0;BUEBCHEN;FEUCHTTUECHER SENS MP;3.54;3.99;0.19;75;ML;0;false;0;Baby & Kind;BABYPFLEGE-TÜCHER;BABYPFLEGE-TÜCHER;0;0;;;;;0;;;;;0;0;false;false;false;false;;;https://www.walhalla-software-dev.de/regensbutler_product_images/;0
19;201019;true;false;0;BEL;BABY WICKELUNTERL.;2.57;3.99;0.19;75;ML;0;false;0;Baby & Kind;BABY WINDELN;BABY WINDELN;0;0;;;;;0;;;;;0;0;false;false;false;false;;;https://www.walhalla-software-dev.de/regensbutler_product_images/;0
20;201020;true;false;0;KAUFMANNS;HAUT & KINDER CREME;2.06;2.69;0.19;200;ML;0;false;0;Baby & Kind;BABYPFLEGE;BABYPFLEGE;0;0;;;;;0;;;;;0;0;false;false;false;false;;;https://www.walhalla-software-dev.de/regensbutler_product_images/;0
21;201021;true;false;0;WELEDA;CALENDULA WUNDSCHUTZCR;4.98;5.99;0.19;100;G;0;false;0;Baby & Kind;BABYPFLEGE;BABYPFLEGE;0;0;;;;;0;;;;;0;0;false;false;false;false;;;https://www.walhalla-software-dev.de/regensbutler_product_images/;0
22;201022;true;false;0;WELEDA;CAL.PFLEGECR KOERP GES;4.98;5.99;0.19;190;G;0;false;0;Baby & Kind;BABYPFLEGE;BABYPFLEGE;0;0;;;;;0;;;;;0;0;false;false;false;false;;;https://www.walhalla-software-dev.de/regensbutler_product_images/;0
23;201023;true;false;0;PENATEN;INTENSIVPFLEGE OEL;2.54;2.99;0.19;190;G;0;false;0;Baby & Kind;BABYPFLEGE;BABYPFLEGE;0;0;;;;;0;;;;;0;0;false;false;false;false;;;https://www.walhalla-software-dev.de/regensbutler_product_images/;0
24;201024;true;false;0;BABYTIME;BABY PUDER;0.92;1.49;0.19;190;G;0;false;0;Baby & Kind;BABYPFLEGE;BABYPFLEGE;0;0;;;;;0;;;;;0;0;false;false;false;false;;;https://www.walhalla-software-dev.de/regensbutler_product_images/;0
25;201025;true;false;0;HIPP 5512;MB GRIESS BANANE 4 M;1.05;1.19;0.07;190;G;0;false;0;Baby & Kind;BABY FERTIGBREIE (GLAS) E-MWST;BABY FERTIGBREIE (GLAS) E-MWST;0;0;;;;;0;;;;;0;0;false;false;false;false;;;https://www.walhalla-software-dev.de/regensbutler_product_images/;0
26;201026;true;false;0;HIPP 4800-01;VKF FEINER OBSTBREI 6M;1.1;1.19;0.07;220;G;0;false;0;Baby & Kind;BABY FRUECHTE GLAS/SCHALE;BABY FRUECHTE GLAS/SCHALE;0;0;;;;;0;;;;;0;0;false;false;false;false;;;https://www.walhalla-software-dev.de/regensbutler_product_images/;0
27;201027;true;false;0;BEBIVITA 1014;FRUEHKAROT.KARTOF. 4M;0.7;0.89;0.07;200;G;0;false;0;Baby & Kind;BABY GEMUESE (GLAS) E-MWST;BABY GEMUESE (GLAS) E-MWST;0;0;;;;;0;;;;;0;0;false;false;false;false;;;https://www.walhalla-software-dev.de/regensbutler_product_images/;0
28;201028;true;false;0;HIPP 4110;FR.KAROTT.+KARTOFF 4M;0.88;1.19;0.07;190;G;0;false;0;Baby & Kind;BABY GEMUESE (GLAS) E-MWST;BABY GEMUESE (GLAS) E-MWST;0;0;;;;;0;;;;;0;0;false;false;false;false;;;https://www.walhalla-software-dev.de/regensbutler_product_images/;0
29;201029;true;false;0;HIPP 6505;ROSKARTOFF.BIO-KALB 8M;1.26;1.39;0.07;200;G;0;false;0;Baby & Kind;BABY MENUES (GLAS/SCHALE) E-MWST;BABY MENUES (GLAS/SCHALE) E-MWST;0;0;;;;;0;;;;;0;0;false;false;false;false;;;https://www.walhalla-software-dev.de/regensbutler_product_images/;0
30;201030;true;false;0;HIPP DA30401;GB HAFER, GLUTENFR 4M;1.54;1.79;0.07;190;G;0;false;0;Baby & Kind;BABY FERTIGBREIE (PK/DOSE)E-MWST;BABY FERTIGBREIE (PK/DOSE)E-MWST;0;0;;;;;0;;;;;0;0;false;false;false;false;;;https://www.walhalla-software-dev.de/regensbutler_product_images/;0
31;201031;true;false;0;BEBIVITA 1037;KART/ KAROT  HUHN 6 M;0.77;0.85;0.07;500;G;0;false;0;Baby & Kind;BABY MENUES (GLAS/SCHALE) E-MWST;BABY MENUES (GLAS/SCHALE) E-MWST;0;0;;;;;0;;;;;0;0;false;false;false;false;;;https://www.walhalla-software-dev.de/regensbutler_product_images/;0
32;201032;true;false;0;HIPP 3532-03;BEEREN-MUESLI 1 J;1.67;1.99;0.07;500;G;0;false;0;Baby & Kind;BABY SUESSWAREN/SNACKS E-MWST;BABY SUESSWAREN/SNACKS E-MWST;0;0;;;;;0;;;;;0;0;false;false;false;false;;;https://www.walhalla-software-dev.de/regensbutler_product_images/;0
33;201033;true;false;0;HIPP 4745-01;BIRNE/APFEL+DINKEL 4M;1.1;1.79;0.07;500;ML;0;false;0;Baby & Kind;BABY FERTIGBREIE (GLAS) E-MWST;BABY FERTIGBREIE (GLAS) E-MWST;0;0;;;;;0;;;;;0;0;false;false;false;false;;;https://www.walhalla-software-dev.de/regensbutler_product_images/;0
34;201034;true;false;0;BEB1123-01;3 FOLGEMILCH10 M;4.21;4.95;0.07;500;G;0;false;0;Baby & Kind;BABY NAEHRM./MILCH/PULVER/E-MWST;BABY NAEHRM./MILCH/PULVER/E-MWST;0;0;;;;;0;;;;;0;0;false;false;false;false;;;https://www.walhalla-software-dev.de/regensbutler_product_images/;0
35;201035;true;false;0;BEB1117-01;2 FOLGEMILCH 6M;4.09;4.95;0.07;500;G;0;false;0;Baby & Kind;BABY NAEHRM./MILCH/PULVER/E-MWST;BABY NAEHRM./MILCH/PULVER/E-MWST;0;0;;;;;0;;;;;0;0;false;false;false;false;;;https://www.walhalla-software-dev.de/regensbutler_product_images/;0
36;201036;true;false;0;HIPP 2339;MAMA STILLSAFT ROT;1.14;1.49;0.19;500;G;0;false;0;Baby & Kind;BABY SÄFTE/TEE V-MWST;BABY SÄFTE/TEE V-MWST;0;0;;;;;0;;;;;0;0;false;false;false;false;;;https://www.walhalla-software-dev.de/regensbutler_product_images/;0
37;201037;true;false;0;BEBIVITA 1119;PRE HA;5.44;6.99;0.07;330;G;0;false;0;Baby & Kind;BABY NAEHRM./MILCH/PULVER/E-MWST;BABY NAEHRM./MILCH/PULVER/E-MWST;0;0;;;;;0;;;;;0;0;false;false;false;false;;;https://www.walhalla-software-dev.de/regensbutler_product_images/;0
38;201038;true;false;0;BEB1116-03;ANFANGSMILCH 1;4.26;4.95;0.07;300;ML;0;false;0;Baby & Kind;BABY NAEHRM./MILCH/PULVER/E-MWST;BABY NAEHRM./MILCH/PULVER/E-MWST;0;0;;;;;0;;;;;0;0;false;false;false;false;;;https://www.walhalla-software-dev.de/regensbutler_product_images/;0
39;201039;true;false;0;BEB1118-01;PRE ANFANGSMILCH;4.02;4.95;0.07;100;G;0;false;0;Baby & Kind;BABY NAEHRM./MILCH/PULVER/E-MWST;BABY NAEHRM./MILCH/PULVER/E-MWST;0;0;;;;;0;;;;;0;0;false;false;false;false;;;https://www.walhalla-software-dev.de/regensbutler_product_images/;0
40;201040;true;false;0;HIPP 8261;DIREKTSAFT  APFEL 4M;1.15;1.49;0.19;100;G;0;false;0;Baby & Kind;BABY SÄFTE/TEE V-MWST;BABY SÄFTE/TEE V-MWST;0;0;;;;;0;;;;;0;0;false;false;false;false;;;https://www.walhalla-software-dev.de/regensbutler_product_images/;0
41;201041;true;false;0;HIPP 8927;HOLUND APF+WASS 1J;0.79;1.49;0.19;100;G;0;false;0;Baby & Kind;BABY SÄFTE/TEE V-MWST;BABY SÄFTE/TEE V-MWST;0;0;;;;;0;;;;;0;0;false;false;false;false;;;https://www.walhalla-software-dev.de/regensbutler_product_images/;0
42;201042;true;false;0;FRECHE FREUND;APFEL ERDB BAN HAF 8M;0.68;0.99;0.07;100;G;0;false;0;Baby & Kind;BABY FRUCHTQUETSCHEN;BABY FRUCHTQUETSCHEN;0;0;;;;;0;;;;;0;0;false;false;false;false;;;https://www.walhalla-software-dev.de/regensbutler_product_images/;0
43;201043;true;false;0;FRECHE FREUND;APFEL, MANGO & PFIR.MU;0.65;0.99;0.07;12;G;0;false;0;Baby & Kind;BABY FRUCHTQUETSCHEN;BABY FRUCHTQUETSCHEN;0;0;;;;;0;;;;;0;0;false;false;false;false;;;https://www.walhalla-software-dev.de/regensbutler_product_images/;0
44;201044;true;false;0;FRECHE FREUND;APFEL,BIRNE,KAR. MUS;0.65;0.99;0.07;400;G;0;false;0;Baby & Kind;BABY FRUCHTQUETSCHEN;BABY FRUCHTQUETSCHEN;0;0;;;;;0;;;;;0;0;false;false;false;false;;;https://www.walhalla-software-dev.de/regensbutler_product_images/;0
45;201045;true;false;0;FRECHE FREUND;JOGHURTMUS ERDB./HIM.;0.65;0.99;0.07;16;G;0;false;0;Baby & Kind;BABY FRUCHTQUETSCHEN;BABY FRUCHTQUETSCHEN;0;0;;;;;0;;;;;0;0;false;false;false;false;;;https://www.walhalla-software-dev.de/regensbutler_product_images/;0
46;201046;true;false;0;FRECHE FREUND;ERDBEERCHIPS BIO;1.39;1.95;0.07;8;G;0;false;0;Baby & Kind;BABY SUESSWAREN/SNACKS E-MWST;BABY SUESSWAREN/SNACKS E-MWST;0;0;;;;;0;;;;;0;0;false;false;false;false;;;https://www.walhalla-software-dev.de/regensbutler_product_images/;0
47;201047;true;false;0;DR. OETKER;GUSTIN SPEISESTAERKE;0.84;1.39;0.07;42;G;0;false;0;Backzutaten;STAERKEMITTEL, GRIES;STAERKEMITTEL, GRIES;0;0;;;;;0;;;;;0;0;false;false;false;false;;;https://www.walhalla-software-dev.de/regensbutler_product_images/;0
48;201048;true;false;0;DR. OETKER;BACKPULVER BACKIN 10ER;0.71;0.99;0.07;150;G;0;false;0;Backzutaten;BACKZUTATEN, BACKHILFEN;BACKZUTATEN, BACKHILFEN;0;0;;;;;0;;;;;0;0;false;false;false;false;;;https://www.walhalla-software-dev.de/regensbutler_product_images/;0
49;201049;true;false;0;DR. OETKER;VANILLINZUCKER 10ER;0.68;0.99;0.07;125;G;0;false;0;Backzutaten;BACKZUTATEN, BACKHILFEN;BACKZUTATEN, BACKHILFEN;0;0;;;;;0;;;;;0;0;false;false;false;false;;;https://www.walhalla-software-dev.de/regensbutler_product_images/;0
50;201050;true;false;0;FRISCHHEFE;HEFEWUERFEL;0.07;0.29;0.07;10;G;0;false;0;Backzutaten;FRISCHHEFE GEKÜHLT;FRISCHHEFE GEKÜHLT;0;0;;;;;0;;;;;0;0;false;false;false;false;;;https://www.walhalla-software-dev.de/regensbutler_product_images/;0
51;201051;true;false;0;DR. OETKER;KUVERTUERE VOLLMILCH;1.07;2.19;0.07;8;G;0;false;0;Backzutaten;KUVERTUER., BLOCKSCHOKO., GLAS;KUVERTUER., BLOCKSCHOKO., GLAS;0;0;;;;;0;;;;;0;0;false;false;false;false;;;https://www.walhalla-software-dev.de/regensbutler_product_images/;0
52;201052;true;false;0;KUECHLE;SAN APART;0.53;0.99;0.07;7;G;0;false;0;Backzutaten;BACKZUTATEN, BACKHILFEN;BACKZUTATEN, BACKHILFEN;0;0;;;;;0;;;;;0;0;false;false;false;false;;;https://www.walhalla-software-dev.de/regensbutler_product_images/;0
53;201053;true;false;0;RUF;AGARTINE;0.74;1.09;0.07;12;G;0;false;0;Backzutaten;BACKZUTATEN, BACKHILFEN;BACKZUTATEN, BACKHILFEN;0;0;;;;;0;;;;;0;0;false;false;false;false;;;https://www.walhalla-software-dev.de/regensbutler_product_images/;0
54;201054;true;false;0;RUF;VANILLINZUCKER;0.17;0.39;0.07;50;G;0;false;0;Backzutaten;BACKZUTATEN, BACKHILFEN;BACKZUTATEN, BACKHILFEN;0;0;;;;;0;;;;;0;0;false;false;false;false;;;https://www.walhalla-software-dev.de/regensbutler_product_images/;0
55;201055;true;false;0;DR. OETKER;TROCKENBACKHEFE;0.65;0.99;0.07;12;ST;0;false;0;Backzutaten;BACKZUTATEN, BACKHILFEN;BACKZUTATEN, BACKHILFEN;0;0;;;;;0;;;;;0;0;false;false;false;false;;;https://www.walhalla-software-dev.de/regensbutler_product_images/;0
56;201056;true;false;0;DR. OETKER;TORTENGUSS ROT 3ER;0.62;0.89;0.07;1;KG;0;false;0;Backzutaten;TORTENGUSS;TORTENGUSS;0;0;;;;;0;;;;;0;0;false;false;false;false;;;https://www.walhalla-software-dev.de/regensbutler_product_images/;0
57;201057;true;false;0;;KAISER NATRON;0.23;0.65;0.07;1;KG;0;false;0;Backzutaten;BACKZUTATEN, BACKHILFEN;BACKZUTATEN, BACKHILFEN;0;0;;;;;0;;;;;0;0;false;false;false;false;;;https://www.walhalla-software-dev.de/regensbutler_product_images/;0
58;201058;true;false;0;RUF;BLATTGELATINE, WEISS;0.8;1.09;0.07;250;G;0;false;0;Backzutaten;BACKZUTATEN, BACKHILFEN;BACKZUTATEN, BACKHILFEN;0;0;;;;;0;;;;;0;0;false;false;false;false;;;https://www.walhalla-software-dev.de/regensbutler_product_images/;0
59;201059;true;false;0;ROSENMEHL;WEIZENMEHL TYPE 405;0.98;1.49;0.19;1000;G;0;false;0;Backzutaten;WEIZENMEHL;WEIZENMEHL;0;0;;;;;0;;;;;0;0;false;false;false;false;;;https://www.walhalla-software-dev.de/regensbutler_product_images/;0
60;201060;true;false;0;JA!;DINKELMEHL TYP 630;0.83;1.39;0.19;37;G;0;false;0;Backzutaten;DINKEL- ROGGEN- SPEZIALMEHL;DINKEL- ROGGEN- SPEZIALMEHL;0;0;;;;;0;;;;;0;0;false;false;false;false;;;https://www.walhalla-software-dev.de/regensbutler_product_images/;0
61;201061;true;false;0;SUEDZUCKER;PUDERZUCKER;0.27;0.29;0.19;1000;G;0;false;0;Backzutaten;ZUCKER INKL. TRAUBENZUCKER STR;ZUCKER INKL. TRAUBENZUCKER STR;0;0;;;;;0;;;;;0;0;false;false;false;false;;;https://www.walhalla-software-dev.de/regensbutler_product_images/;0
62;201062;true;false;0;JA!;RAFFINADE ZUCKER;0.6;0.79;0.19;160;G;0;false;0;Backzutaten;ZUCKER INKL. TRAUBENZUCKER STR;ZUCKER INKL. TRAUBENZUCKER STR;0;0;;;;;0;;;;;0;0;false;false;false;false;;;https://www.walhalla-software-dev.de/regensbutler_product_images/;0
63;201063;true;false;0;DR. OETKER;ORIG.PUDDING VANILLE;0.58;0.99;0.19;160;G;0;false;0;Backzutaten;PUDDING- / DESSERTPULVER;PUDDING- / DESSERTPULVER;0;0;;;;;0;;;;;0;0;false;false;false;false;;;https://www.walhalla-software-dev.de/regensbutler_product_images/;0
64;201064;true;false;0;SUEDZUCKER;ROHRZUCKER 1KG;1.44;1.99;0.19;400;G;0;false;0;Backzutaten;ZUCKER INKL. TRAUBENZUCKER STR;ZUCKER INKL. TRAUBENZUCKER STR;0;0;;;;;0;;;;;0;0;false;false;false;false;;;https://www.walhalla-software-dev.de/regensbutler_product_images/;0
65;201065;true;false;0;MEGGLE;KR.BUTTER BAGUETTE;0.76;1.19;0.07;250;G;0;false;0;Brot & Backwaren;PIZZEN/BAGUETTES  SB;PIZZEN/BAGUETTES  SB;0;0;;;;;0;;;;;0;0;false;false;false;false;;;https://www.walhalla-software-dev.de/regensbutler_product_images/;0
66;201066;true;false;0;MEGGLE;KNOB.BUTTER BAGUETTE;0.76;1.19;0.07;500;G;0;false;0;Brot & Backwaren;PIZZEN/BAGUETTES  SB;PIZZEN/BAGUETTES  SB;0;0;;;;;0;;;;;0;0;false;false;false;false;;;https://www.walhalla-software-dev.de/regensbutler_product_images/;0
67;201067;true;false;0;REWE;FRISCHER PIZZATEIG;0.7;1.49;0.07;410;G;0;false;0;Brot & Backwaren;FERTIGTEIG GEKUEHLT;FERTIGTEIG GEKUEHLT;0;0;;;;;0;;;;;0;0;false;false;false;false;;;https://www.walhalla-software-dev.de/regensbutler_product_images/;0
68;201068;true;false;0;MESTEMACHER;EIWEISSBROT;1.04;1.79;0.07;230;G;0;false;0;Brot & Backwaren;KÖRNERBROT GESCHNITEN SB;KÖRNERBROT GESCHNITEN SB;0;0;;;;;0;;;;;0;0;false;false;false;false;;;https://www.walhalla-software-dev.de/regensbutler_product_images/;0
69;201069;true;false;0;MESTEMACHER;FITNESSBROT;0.87;1.99;0.07;200;G;0;false;0;Brot & Backwaren;KÖRNERBROT GESCHNITEN SB;KÖRNERBROT GESCHNITEN SB;0;0;;;;;0;;;;;0;0;false;false;false;false;;;https://www.walhalla-software-dev.de/regensbutler_product_images/;0
70;201070;true;false;0;WASA;KNAECKE ROGGEN DPP;1.14;1.99;0.07;320;G;0;false;0;Brot & Backwaren;KNÄCKEBROT;KNÄCKEBROT;0;0;;;;;0;;;;;0;0;false;false;false;false;;;https://www.walhalla-software-dev.de/regensbutler_product_images/;0
71;201071;true;false;0;WASA;KNAECKE MJOELK;0.67;1.19;0.07;400;G;0;false;0;Brot & Backwaren;KNÄCKEBROT;KNÄCKEBROT;0;0;;;;;0;;;;;0;0;false;false;false;false;;;https://www.walhalla-software-dev.de/regensbutler_product_images/;0
72;201072;true;false;0;WASA;CRISP;0.84;1.69;0.07;125;G;0;false;0;Brot & Backwaren;KNÄCKEBROT;KNÄCKEBROT;0;0;;;;;0;;;;;0;0;false;false;false;false;;;https://www.walhalla-software-dev.de/regensbutler_product_images/;0
73;201073;true;false;0;FUEGO;TORTILLAS CLASSIC 20CM;1.45;2.99;0.07;500;G;0;false;0;Brot & Backwaren;SPEZIALITAETEN/EXOTEN;SPEZIALITAETEN/EXOTEN;0;0;;;;;0;;;;;0;0;false;false;false;false;;;https://www.walhalla-software-dev.de/regensbutler_product_images/;0
74;201074;true;false;0;ZENTIS;NUSSPLI NOUGAT CREME;1.65;2.19;0.07;500;G;0;false;0;Brotaufstrich;NUSS-SCHOKO-CREME;NUSS-SCHOKO-CREME;0;0;;;;;0;;;;;0;0;false;false;false;false;;;https://www.walhalla-software-dev.de/regensbutler_product_images/;0
75;201075;true;false;0;NADLER;GARNELENSALAT COCKT.;1.43;1.99;0.07;230;G;0;false;0;Brotaufstriche;FERTIGSALATE (+DESSERT) - SB -;FERTIGSALATE (+DESSERT) - SB -;0;0;;;;;0;;;;;0;0;false;false;false;false;;;https://www.walhalla-software-dev.de/regensbutler_product_images/;0
76;201076;true;false;0;LANGNESE;LANDHONIG GOLDCREMIG;3.11;4.49;0.07;230;G;0;false;0;Brotaufstriche;HONIG;HONIG;0;0;;;;;0;;;;;0;0;false;false;false;false;;;https://www.walhalla-software-dev.de/regensbutler_product_images/;0
77;201077;true;false;0;LANGNESE;FLOTTE BIENE WILDBLUET;4.01;5.99;0.07;230;G;0;false;0;Brotaufstriche;HONIG;HONIG;0;0;;;;;0;;;;;0;0;false;false;false;false;;;https://www.walhalla-software-dev.de/regensbutler_product_images/;0
78;201078;true;false;0;GLUECK;APRIKOSE;1.79;2.59;0.07;350;G;0;false;0;Brotaufstriche;KONFITUEREN/MARMELADEN/GELEES;KONFITUEREN/MARMELADEN/GELEES;0;0;;;;;0;;;;;0;0;false;false;false;false;;;https://www.walhalla-software-dev.de/regensbutler_product_images/;0
79;201079;true;false;0;GLUECK;HIMBEERE;1.78;2.59;0.07;350;G;0;false;0;Brotaufstriche;KONFITUEREN/MARMELADEN/GELEES;KONFITUEREN/MARMELADEN/GELEES;0;0;;;;;0;;;;;0;0;false;false;false;false;;;https://www.walhalla-software-dev.de/regensbutler_product_images/;0
80;201080;true;false;0;GLUECK;ERDBEERE;1.78;2.59;0.07;250;G;0;false;0;Brotaufstriche;KONFITUEREN/MARMELADEN/GELEES;KONFITUEREN/MARMELADEN/GELEES;0;0;;;;;0;;;;;0;0;false;false;false;false;;;https://www.walhalla-software-dev.de/regensbutler_product_images/;0
81;201081;true;false;0;JEFFS;PEANUT BUTTER CREAMY;1.36;1.99;0.07;250;G;0;false;0;Brotaufstriche;ERDNUSSBUTTER;ERDNUSSBUTTER;0;0;;;;;0;;;;;0;0;false;false;false;false;;;https://www.walhalla-software-dev.de/regensbutler_product_images/;0
82;201082;true;false;0;JEFF'S;PEANUT BUTTER CRUNCHY;1.36;1.99;0.07;250;G;0;false;0;Brotaufstriche;ERDNUSSBUTTER;ERDNUSSBUTTER;0;0;;;;;0;;;;;0;0;false;false;false;false;;;https://www.walhalla-software-dev.de/regensbutler_product_images/;0
83;201083;true;false;0;MOEVENPICK;SCHWARZE JOHANNISBEERE;1.7;2.29;0.07;250;G;0;false;0;Brotaufstriche;KONFITUEREN/MARMELADEN/GELEES;KONFITUEREN/MARMELADEN/GELEES;0;0;;;;;0;;;;;0;0;false;false;false;false;;;https://www.walhalla-software-dev.de/regensbutler_product_images/;0
84;201084;true;false;0;MOEVENPICK;HIMBEERE;1.7;2.29;0.07;135;G;0;false;0;Brotaufstriche;KONFITUEREN/MARMELADEN/GELEES;KONFITUEREN/MARMELADEN/GELEES;0;0;;;;;0;;;;;0;0;false;false;false;false;;;https://www.walhalla-software-dev.de/regensbutler_product_images/;0
85;201085;true;false;0;MOEVENPICK;ERDBEERE;1.7;2.29;0.07;175;G;0;false;0;Brotaufstriche;KONFITUEREN/MARMELADEN/GELEES;KONFITUEREN/MARMELADEN/GELEES;0;0;;;;;0;;;;;0;0;false;false;false;false;;;https://www.walhalla-software-dev.de/regensbutler_product_images/;0
86;201086;true;false;0;MOEVENPICK;APRIKOSE;1.68;2.29;0.07;150;G;0;false;0;Brotaufstriche;KONFITUEREN/MARMELADEN/GELEES;KONFITUEREN/MARMELADEN/GELEES;0;0;;;;;0;;;;;0;0;false;false;false;false;;;https://www.walhalla-software-dev.de/regensbutler_product_images/;0
87;201087;true;false;0;SCHAMEL;ALPENSAHNE MEERRETTICH;0.94;1.89;0.07;350;G;0;false;0;Brotaufstriche;MEERRETTICH GLAS/TUBE;MEERRETTICH GLAS/TUBE;0;0;;;;;0;;;;;0;0;false;false;false;false;;;https://www.walhalla-software-dev.de/regensbutler_product_images/;0
